sku,store_view_code,attribute_set_code,product_type,categories,product_websites,name,description,short_description,weight,product_online,tax_class_name,visibility,price,special_price,special_price_from_date,special_price_to_date,url_key,meta_title,meta_keywords,meta_description,base_image,base_image_label,small_image,small_image_label,thumbnail_image,thumbnail_image_label,swatch_image,swatch_image_label,created_at,updated_at,new_from_date,new_to_date,display_product_options_in,map_price,msrp_price,map_enabled,gift_message_available,custom_design,custom_design_from,custom_design_to,custom_layout_update,page_layout,product_options_container,msrp_display_actual_price_type,country_of_manufacture,additional_attributes,qty,out_of_stock_qty,use_config_min_qty,is_qty_decimal,allow_backorders,use_config_backorders,min_cart_qty,use_config_min_sale_qty,max_cart_qty,use_config_max_sale_qty,is_in_stock,notify_on_stock_below,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,website_id,related_skus,related_position,crosssell_skus,crosssell_position,upsell_skus,upsell_position,additional_images,additional_image_labels,hide_from_product_page,custom_options,bundle_price_type,bundle_sku_type,bundle_price_view,bundle_weight_type,bundle_values,bundle_shipment_type,configurable_variations,configurable_variation_labels,associated_skus
86,,Default,simple,"Default Category,Default Category/Puzzle",base,"Spider-Man - Puzzle Mini","54 elementy","54 elementy",,1,"Taxable Goods","Catalog, Search",10.0000,,,,"spider-man - puzzle mini","Spider-Man - Puzzle Mini","Spider-Man - Puzzle Mini","Spider-Man - Puzzle Mini",/h/t/httpssklep.trefl.commediacatalogproductcache4small_image150x150c96a280f94e22e3ee3823dd0a1a876065454101_small.jpg,,/h/t/httpssklep.trefl.commediacatalogproductcache4small_image150x150c96a280f94e22e3ee3823dd0a1a876065454101_small.jpg,,/h/t/httpssklep.trefl.commediacatalogproductcache4small_image150x150c96a280f94e22e3ee3823dd0a1a876065454101_small.jpg,,,,"10/26/18, 9:03 PM","10/26/18, 9:03 PM",,,"Block after Info Column",,,,"Use config",,,,,,,"Use config",,,100.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,3.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,/h/t/httpssklep.trefl.commediacatalogproductcache4small_image150x150c96a280f94e22e3ee3823dd0a1a876065454101_small.jpg,,,,,,,,,,,,
87,,Default,simple,"Default Category,Default Category/Zabawki",base,"I love art  - Akcja ilustracja!","Wiek: 3+","Wiek: 3+",,1,"Taxable Goods","Catalog, Search",16.9900,10.0000,,,"i love art  - akcja ilustracja!","I love art  - Akcja ilustracja!","I love art  - Akcja ilustracja!","I love art  - Akcja ilustracja!",/h/t/httpssklep.trefl.commediacatalogproductcache4small_image150x150c96a280f94e22e3ee3823dd0a1a87606imimport20019_1_small.jpg,,/h/t/httpssklep.trefl.commediacatalogproductcache4small_image150x150c96a280f94e22e3ee3823dd0a1a87606imimport20019_1_small.jpg,,/h/t/httpssklep.trefl.commediacatalogproductcache4small_image150x150c96a280f94e22e3ee3823dd0a1a87606imimport20019_1_small.jpg,,,,"10/26/18, 9:03 PM","10/26/18, 9:03 PM",,,"Block after Info Column",,,,"Use config",,,,,,,"Use config",,,100.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,3.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,/h/t/httpssklep.trefl.commediacatalogproductcache4small_image150x150c96a280f94e22e3ee3823dd0a1a87606imimport20019_1_small.jpg,,,,,,,,,,,,
88,,Default,simple,"Default Category,Default Category/Puzzle",base,"Księżniczki ","54 elementy","54 elementy",,1,"Taxable Goods","Catalog, Search",10.0000,,,,"księżniczki ","Księżniczki ","Księżniczki ","Księżniczki ",https://sklep.trefl.com/media/catalog/product/cache/4/small_image/150x150/c96a280f94e22e3ee3823dd0a1a87606/5/4/54105_small.jpg,,/h/t/httpssklep.trefl.commediacatalogproductcache4small_image150x150c96a280f94e22e3ee3823dd0a1a876065454105_small.jpg,,/h/t/httpssklep.trefl.commediacatalogproductcache4small_image150x150c96a280f94e22e3ee3823dd0a1a876065454105_small.jpg,,,,"10/26/18, 9:04 PM","10/26/18, 9:04 PM",,,"Block after Info Column",,,,"Use config",,,,,,,"Use config",,,100.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,3.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,/h/t/httpssklep.trefl.commediacatalogproductcache4small_image150x150c96a280f94e22e3ee3823dd0a1a876065454105_small.jpg,,,,,,,,,,,,
151,,Default,simple,"Default Category,Default Category/Zabawki",base,"Puchacz śnieżny","Wiek: 3+","Wiek: 3+",,1,"Taxable Goods","Catalog, Search",10.9900,,,,"puchacz śnieżny","Puchacz śnieżny","Puchacz śnieżny","Puchacz śnieżny",/h/t/httpssklep.trefl.commediacatalogproductcache4small_image150x150c96a280f94e22e3ee3823dd0a1a87606f7f7201_small.jpg,,/h/t/httpssklep.trefl.commediacatalogproductcache4small_image150x150c96a280f94e22e3ee3823dd0a1a87606f7f7201_small.jpg,,/h/t/httpssklep.trefl.commediacatalogproductcache4small_image150x150c96a280f94e22e3ee3823dd0a1a87606f7f7201_small.jpg,,,,"10/26/18, 9:05 PM","10/26/18, 9:05 PM",,,"Block after Info Column",,,,"Use config",,,,,,,"Use config",,,100.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,3.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,/h/t/httpssklep.trefl.commediacatalogproductcache4small_image150x150c96a280f94e22e3ee3823dd0a1a87606f7f7201_small.jpg,,,,,,,,,,,,
152,,Default,simple,"Default Category,Default Category/Puzzle",base,"Zabawa w ogrodzie - Puzzle Ramkowe","15 elementów","15 elementów",,1,"Taxable Goods","Catalog, Search",10.9900,,,,"zabawa w ogrodzie - puzzle ramkowe","Zabawa w ogrodzie - Puzzle Ramkowe","Zabawa w ogrodzie - Puzzle Ramkowe","Zabawa w ogrodzie - Puzzle Ramkowe",https://sklep.trefl.com/media/catalog/product/cache/4/small_image/150x150/c96a280f94e22e3ee3823dd0a1a87606/3/1/31207_096_01_small.jpg,,/h/t/httpssklep.trefl.commediacatalogproductcache4small_image150x150c96a280f94e22e3ee3823dd0a1a876063131207_096_01_small.jpg,,/h/t/httpssklep.trefl.commediacatalogproductcache4small_image150x150c96a280f94e22e3ee3823dd0a1a876063131207_096_01_small.jpg,,,,"10/26/18, 9:05 PM","10/26/18, 9:05 PM",,,"Block after Info Column",,,,"Use config",,,,,,,"Use config",,,100.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,3.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,/h/t/httpssklep.trefl.commediacatalogproductcache4small_image150x150c96a280f94e22e3ee3823dd0a1a876063131207_096_01_small.jpg,,,,,,,,,,,,
301,,Default,simple,"Default Category,Default Category/Puzzle",base,"W gronie przyjaciół","100 elementów","100 elementów",,1,"Taxable Goods","Catalog, Search",13.9900,,,,"w gronie przyjaciół","W gronie przyjaciół","W gronie przyjaciół","W gronie przyjaciół",/h/t/httpssklep.trefl.commediacatalogproductcache4small_image150x150c96a280f94e22e3ee3823dd0a1a876061616287_096_01_small.jpg,,/h/t/httpssklep.trefl.commediacatalogproductcache4small_image150x150c96a280f94e22e3ee3823dd0a1a876061616287_096_01_small.jpg,,/h/t/httpssklep.trefl.commediacatalogproductcache4small_image150x150c96a280f94e22e3ee3823dd0a1a876061616287_096_01_small.jpg,,,,"10/26/18, 9:09 PM","10/27/18, 12:06 AM",,,"Block after Info Column",,,,"Use config",,,,,,,"Use config",,,100.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,3.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,/h/t/httpssklep.trefl.commediacatalogproductcache4small_image150x150c96a280f94e22e3ee3823dd0a1a876061616287_096_01_small.jpg,,,,,,,,,,,,
302,,Default,simple,"Default Category,Default Category/Puzzle",base,"Spotkanie na plaży","100 elementów","100 elementów",,1,"Taxable Goods","Catalog, Search",13.9900,,,,"spotkanie na plaży","Spotkanie na plaży","Spotkanie na plaży","Spotkanie na plaży",https://sklep.trefl.com/media/catalog/product/cache/4/small_image/150x150/c96a280f94e22e3ee3823dd0a1a87606/1/6/16288_096_01_small.jpg,,/h/t/httpssklep.trefl.commediacatalogproductcache4small_image150x150c96a280f94e22e3ee3823dd0a1a876061616288_096_01_small.jpg,,/h/t/httpssklep.trefl.commediacatalogproductcache4small_image150x150c96a280f94e22e3ee3823dd0a1a876061616288_096_01_small.jpg,,,,"10/26/18, 9:09 PM","10/27/18, 12:06 AM",,,"Block after Info Column",,,,"Use config",,,,,,,"Use config",,,100.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,3.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,/h/t/httpssklep.trefl.commediacatalogproductcache4small_image150x150c96a280f94e22e3ee3823dd0a1a876061616288_096_01_small.jpg,,,,,,,,,,,,
303,,Default,simple,"Default Category,Default Category/Puzzle",base,"Harce w ogrodzie","100 elementów","100 elementów",,1,"Taxable Goods","Catalog, Search",13.9900,,,,"harce w ogrodzie","Harce w ogrodzie","Harce w ogrodzie","Harce w ogrodzie",/h/t/httpssklep.trefl.commediacatalogproductcache4small_image150x150c96a280f94e22e3ee3823dd0a1a876061616289_096_01_small.jpg,,/h/t/httpssklep.trefl.commediacatalogproductcache4small_image150x150c96a280f94e22e3ee3823dd0a1a876061616289_096_01_small.jpg,,/h/t/httpssklep.trefl.commediacatalogproductcache4small_image150x150c96a280f94e22e3ee3823dd0a1a876061616289_096_01_small.jpg,,,,"10/26/18, 9:09 PM","10/26/18, 9:09 PM",,,"Block after Info Column",,,,"Use config",,,,,,,"Use config",,,100.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,3.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,/h/t/httpssklep.trefl.commediacatalogproductcache4small_image150x150c96a280f94e22e3ee3823dd0a1a876061616289_096_01_small.jpg,,,,,,,,,,,,
304,,Default,simple,"Default Category,Default Category/Puzzle",base,"Razem weselej","160 elementów","160 elementów",,1,"Taxable Goods","Catalog, Search",13.9900,,,,"razem weselej","Razem weselej","Razem weselej","Razem weselej",/h/t/httpssklep.trefl.commediacatalogproductcache4small_image150x150c96a280f94e22e3ee3823dd0a1a876061515326_096_01_small.jpg,,/h/t/httpssklep.trefl.commediacatalogproductcache4small_image150x150c96a280f94e22e3ee3823dd0a1a876061515326_096_01_small.jpg,,/h/t/httpssklep.trefl.commediacatalogproductcache4small_image150x150c96a280f94e22e3ee3823dd0a1a876061515326_096_01_small.jpg,,,,"10/26/18, 9:09 PM","10/26/18, 9:09 PM",,,"Block after Info Column",,,,"Use config",,,,,,,"Use config",,,100.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,3.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,/h/t/httpssklep.trefl.commediacatalogproductcache4small_image150x150c96a280f94e22e3ee3823dd0a1a876061515326_096_01_small.jpg,,,,,,,,,,,,
305,,Default,simple,"Default Category,Default Category/Puzzle",base,"Odpoczynek przed balem","160 elementów","160 elementów",,1,"Taxable Goods","Catalog, Search",13.9900,,,,"odpoczynek przed balem","Odpoczynek przed balem","Odpoczynek przed balem","Odpoczynek przed balem",/h/t/httpssklep.trefl.commediacatalogproductcache4small_image150x150c96a280f94e22e3ee3823dd0a1a876061515327_096_01_small.jpg,,/h/t/httpssklep.trefl.commediacatalogproductcache4small_image150x150c96a280f94e22e3ee3823dd0a1a876061515327_096_01_small.jpg,,/h/t/httpssklep.trefl.commediacatalogproductcache4small_image150x150c96a280f94e22e3ee3823dd0a1a876061515327_096_01_small.jpg,,,,"10/26/18, 9:10 PM","10/26/18, 9:10 PM",,,"Block after Info Column",,,,"Use config",,,,,,,"Use config",,,100.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,3.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,/h/t/httpssklep.trefl.commediacatalogproductcache4small_image150x150c96a280f94e22e3ee3823dd0a1a876061515327_096_01_small.jpg,,,,,,,,,,,,
306,,Default,simple,"Default Category,Default Category/Puzzle",base,"Lodowa przygoda","100 elementów","100 elementów",,1,"Taxable Goods","Catalog, Search",13.9900,,,,"lodowa przygoda","Lodowa przygoda","Lodowa przygoda","Lodowa przygoda",/h/t/httpssklep.trefl.commediacatalogproductcache4small_image150x150c96a280f94e22e3ee3823dd0a1a876061616290_096_01_small.jpg,,/h/t/httpssklep.trefl.commediacatalogproductcache4small_image150x150c96a280f94e22e3ee3823dd0a1a876061616290_096_01_small.jpg,,/h/t/httpssklep.trefl.commediacatalogproductcache4small_image150x150c96a280f94e22e3ee3823dd0a1a876061616290_096_01_small.jpg,,,,"10/26/18, 9:10 PM","10/26/18, 9:10 PM",,,"Block after Info Column",,,,"Use config",,,,,,,"Use config",,,100.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,3.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,/h/t/httpssklep.trefl.commediacatalogproductcache4small_image150x150c96a280f94e22e3ee3823dd0a1a876061616290_096_01_small.jpg,,,,,,,,,,,,
307,,Default,simple,"Default Category,Default Category/Puzzle",base,"Miki i Donald","100 elementów","100 elementów",,1,"Taxable Goods","Catalog, Search",13.9900,,,,"miki i donald","Miki i Donald","Miki i Donald","Miki i Donald",/h/t/httpssklep.trefl.commediacatalogproductcache4small_image150x150c96a280f94e22e3ee3823dd0a1a876061616291_096_01_small.jpg,,/h/t/httpssklep.trefl.commediacatalogproductcache4small_image150x150c96a280f94e22e3ee3823dd0a1a876061616291_096_01_small.jpg,,/h/t/httpssklep.trefl.commediacatalogproductcache4small_image150x150c96a280f94e22e3ee3823dd0a1a876061616291_096_01_small.jpg,,,,"10/26/18, 9:10 PM","10/26/18, 9:10 PM",,,"Block after Info Column",,,,"Use config",,,,,,,"Use config",,,100.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,3.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,/h/t/httpssklep.trefl.commediacatalogproductcache4small_image150x150c96a280f94e22e3ee3823dd0a1a876061616291_096_01_small.jpg,,,,,,,,,,,,
308,,Default,simple,"Default Category,Default Category/Puzzle",base,"Barbie - drużyna szpiegowska","100 elementów","100 elementów",,1,"Taxable Goods","Catalog, Search",13.9900,,,,"barbie - drużyna szpiegowska","Barbie - drużyna szpiegowska","Barbie - drużyna szpiegowska","Barbie - drużyna szpiegowska",/h/t/httpssklep.trefl.commediacatalogproductcache4small_image150x150c96a280f94e22e3ee3823dd0a1a876061616292_096_01_small.jpg,,/h/t/httpssklep.trefl.commediacatalogproductcache4small_image150x150c96a280f94e22e3ee3823dd0a1a876061616292_096_01_small.jpg,,/h/t/httpssklep.trefl.commediacatalogproductcache4small_image150x150c96a280f94e22e3ee3823dd0a1a876061616292_096_01_small.jpg,,,,"10/26/18, 9:10 PM","10/26/18, 9:10 PM",,,"Block after Info Column",,,,"Use config",,,,,,,"Use config",,,100.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,3.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,/h/t/httpssklep.trefl.commediacatalogproductcache4small_image150x150c96a280f94e22e3ee3823dd0a1a876061616292_096_01_small.jpg,,,,,,,,,,,,
309,,Default,simple,"Default Category,Default Category/Puzzle",base,"Podlewanie kwiatków","160 elementów","160 elementów",,1,"Taxable Goods","Catalog, Search",13.9900,,,,"podlewanie kwiatków","Podlewanie kwiatków","Podlewanie kwiatków","Podlewanie kwiatków",/h/t/httpssklep.trefl.commediacatalogproductcache4small_image150x150c96a280f94e22e3ee3823dd0a1a876061515328_096_01_small.jpg,,/h/t/httpssklep.trefl.commediacatalogproductcache4small_image150x150c96a280f94e22e3ee3823dd0a1a876061515328_096_01_small.jpg,,/h/t/httpssklep.trefl.commediacatalogproductcache4small_image150x150c96a280f94e22e3ee3823dd0a1a876061515328_096_01_small.jpg,,,,"10/26/18, 9:10 PM","10/26/18, 9:10 PM",,,"Block after Info Column",,,,"Use config",,,,,,,"Use config",,,100.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,3.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,/h/t/httpssklep.trefl.commediacatalogproductcache4small_image150x150c96a280f94e22e3ee3823dd0a1a876061515328_096_01_small.jpg,,,,,,,,,,,,
310,,Default,simple,"Default Category,Default Category/Puzzle",base,"Judy i Nick","100 elementów","100 elementów",,1,"Taxable Goods","Catalog, Search",13.9900,,,,"judy i nick","Judy i Nick","Judy i Nick","Judy i Nick",/h/t/httpssklep.trefl.commediacatalogproductcache4small_image150x150c96a280f94e22e3ee3823dd0a1a876061616293_096_01_small.jpg,,/h/t/httpssklep.trefl.commediacatalogproductcache4small_image150x150c96a280f94e22e3ee3823dd0a1a876061616293_096_01_small.jpg,,/h/t/httpssklep.trefl.commediacatalogproductcache4small_image150x150c96a280f94e22e3ee3823dd0a1a876061616293_096_01_small.jpg,,,,"10/26/18, 9:10 PM","10/26/18, 9:10 PM",,,"Block after Info Column",,,,"Use config",,,,,,,"Use config",,,100.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,3.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,/h/t/httpssklep.trefl.commediacatalogproductcache4small_image150x150c96a280f94e22e3ee3823dd0a1a876061616293_096_01_small.jpg,,,,,,,,,,,,
311,,Default,simple,"Default Category,Default Category/Puzzle",base,"Batman v Superman","160 elementów","160 elementów",,1,"Taxable Goods","Catalog, Search",13.9900,,,,"batman v superman","Batman v Superman","Batman v Superman","Batman v Superman",/h/t/httpssklep.trefl.commediacatalogproductcache4small_image150x150c96a280f94e22e3ee3823dd0a1a876061515332_096_01_small.jpg,,/h/t/httpssklep.trefl.commediacatalogproductcache4small_image150x150c96a280f94e22e3ee3823dd0a1a876061515332_096_01_small.jpg,,/h/t/httpssklep.trefl.commediacatalogproductcache4small_image150x150c96a280f94e22e3ee3823dd0a1a876061515332_096_01_small.jpg,,,,"10/26/18, 9:10 PM","10/26/18, 9:10 PM",,,"Block after Info Column",,,,"Use config",,,,,,,"Use config",,,100.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,3.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,/h/t/httpssklep.trefl.commediacatalogproductcache4small_image150x150c96a280f94e22e3ee3823dd0a1a876061515332_096_01_small.jpg,,,,,,,,,,,,
312,,Default,simple,"Default Category,Default Category/Puzzle",base,"Zabawa w Indianina","100 elementów","100 elementów",,1,"Taxable Goods","Catalog, Search",13.9900,,,,"zabawa w indianina","Zabawa w Indianina","Zabawa w Indianina","Zabawa w Indianina",/h/t/httpssklep.trefl.commediacatalogproductcache4small_image150x150c96a280f94e22e3ee3823dd0a1a876061616305_096_01_small.jpg,,/h/t/httpssklep.trefl.commediacatalogproductcache4small_image150x150c96a280f94e22e3ee3823dd0a1a876061616305_096_01_small.jpg,,/h/t/httpssklep.trefl.commediacatalogproductcache4small_image150x150c96a280f94e22e3ee3823dd0a1a876061616305_096_01_small.jpg,,,,"10/26/18, 9:10 PM","10/26/18, 9:10 PM",,,"Block after Info Column",,,,"Use config",,,,,,,"Use config",,,100.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,3.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,/h/t/httpssklep.trefl.commediacatalogproductcache4small_image150x150c96a280f94e22e3ee3823dd0a1a876061616305_096_01_small.jpg,,,,,,,,,,,,
313,,Default,simple,"Default Category,Default Category/Puzzle",base,"Podwodna przygoda","100 elementów","100 elementów",,1,"Taxable Goods","Catalog, Search",13.9900,,,,"podwodna przygoda","Podwodna przygoda","Podwodna przygoda","Podwodna przygoda",/h/t/httpssklep.trefl.commediacatalogproductcache4small_image150x150c96a280f94e22e3ee3823dd0a1a876061616294_096_01_1_small.jpg,,/h/t/httpssklep.trefl.commediacatalogproductcache4small_image150x150c96a280f94e22e3ee3823dd0a1a876061616294_096_01_1_small.jpg,,/h/t/httpssklep.trefl.commediacatalogproductcache4small_image150x150c96a280f94e22e3ee3823dd0a1a876061616294_096_01_1_small.jpg,,,,"10/26/18, 9:10 PM","10/26/18, 9:10 PM",,,"Block after Info Column",,,,"Use config",,,,,,,"Use config",,,100.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,3.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,/h/t/httpssklep.trefl.commediacatalogproductcache4small_image150x150c96a280f94e22e3ee3823dd0a1a876061616294_096_01_1_small.jpg,,,,,,,,,,,,
314,,Default,simple,"Default Category,Default Category/Puzzle",base,"Początek podróży","160 elementów","160 elementów",,1,"Taxable Goods","Catalog, Search",13.9900,,,,"początek podróży","Początek podróży","Początek podróży","Początek podróży",/h/t/httpssklep.trefl.commediacatalogproductcache4small_image150x150c96a280f94e22e3ee3823dd0a1a876061515333_096_01_small.jpg,,/h/t/httpssklep.trefl.commediacatalogproductcache4small_image150x150c96a280f94e22e3ee3823dd0a1a876061515333_096_01_small.jpg,,/h/t/httpssklep.trefl.commediacatalogproductcache4small_image150x150c96a280f94e22e3ee3823dd0a1a876061515333_096_01_small.jpg,,,,"10/26/18, 9:10 PM","10/26/18, 9:10 PM",,,"Block after Info Column",,,,"Use config",,,,,,,"Use config",,,100.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,3.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,/h/t/httpssklep.trefl.commediacatalogproductcache4small_image150x150c96a280f94e22e3ee3823dd0a1a876061515333_096_01_small.jpg,,,,,,,,,,,,
315,,Default,simple,"Default Category,Default Category/Puzzle",base,"Farmer Miki","160 elementów","160 elementów",,1,"Taxable Goods","Catalog, Search",13.9900,,,,"farmer miki","Farmer Miki","Farmer Miki","Farmer Miki",/h/t/httpssklep.trefl.commediacatalogproductcache4small_image150x150c96a280f94e22e3ee3823dd0a1a876061515337_096_01_small.jpg,,/h/t/httpssklep.trefl.commediacatalogproductcache4small_image150x150c96a280f94e22e3ee3823dd0a1a876061515337_096_01_small.jpg,,/h/t/httpssklep.trefl.commediacatalogproductcache4small_image150x150c96a280f94e22e3ee3823dd0a1a876061515337_096_01_small.jpg,,,,"10/26/18, 9:10 PM","10/26/18, 9:10 PM",,,"Block after Info Column",,,,"Use config",,,,,,,"Use config",,,100.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,3.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,/h/t/httpssklep.trefl.commediacatalogproductcache4small_image150x150c96a280f94e22e3ee3823dd0a1a876061515337_096_01_small.jpg,,,,,,,,,,,,
316,,Default,simple,"Default Category,Default Category/Puzzle",base,"Wyścig w Londynie","100 elementów","100 elementów",,1,"Taxable Goods","Catalog, Search",13.9900,,,,"wyścig w londynie","Wyścig w Londynie","Wyścig w Londynie","Wyścig w Londynie",/h/t/httpssklep.trefl.commediacatalogproductcache4small_image150x150c96a280f94e22e3ee3823dd0a1a876061616295_096_01_small.jpg,,/h/t/httpssklep.trefl.commediacatalogproductcache4small_image150x150c96a280f94e22e3ee3823dd0a1a876061616295_096_01_small.jpg,,/h/t/httpssklep.trefl.commediacatalogproductcache4small_image150x150c96a280f94e22e3ee3823dd0a1a876061616295_096_01_small.jpg,,,,"10/26/18, 9:10 PM","10/26/18, 9:10 PM",,,"Block after Info Column",,,,"Use config",,,,,,,"Use config",,,100.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,3.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,/h/t/httpssklep.trefl.commediacatalogproductcache4small_image150x150c96a280f94e22e3ee3823dd0a1a876061616295_096_01_small.jpg,,,,,,,,,,,,
317,,Default,simple,"Default Category,Default Category/Puzzle",base,"Galaktyczna przygoda Barbie","100 elementów","100 elementów",,1,"Taxable Goods","Catalog, Search",13.9900,,,,"galaktyczna przygoda barbie","Galaktyczna przygoda Barbie","Galaktyczna przygoda Barbie","Galaktyczna przygoda Barbie",/h/t/httpssklep.trefl.commediacatalogproductcache4small_image150x150c96a280f94e22e3ee3823dd0a1a876061616296_096_01_small.jpg,,/h/t/httpssklep.trefl.commediacatalogproductcache4small_image150x150c96a280f94e22e3ee3823dd0a1a876061616296_096_01_small.jpg,,/h/t/httpssklep.trefl.commediacatalogproductcache4small_image150x150c96a280f94e22e3ee3823dd0a1a876061616296_096_01_small.jpg,,,,"10/26/18, 9:10 PM","10/26/18, 9:10 PM",,,"Block after Info Column",,,,"Use config",,,,,,,"Use config",,,100.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,3.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,/h/t/httpssklep.trefl.commediacatalogproductcache4small_image150x150c96a280f94e22e3ee3823dd0a1a876061616296_096_01_small.jpg,,,,,,,,,,,,
318,,Default,simple,"Default Category,Default Category/Puzzle",base,"Popołudniowy spacer","160 elementów","160 elementów",,1,"Taxable Goods","Catalog, Search",13.9900,,,,"popołudniowy spacer","Popołudniowy spacer","Popołudniowy spacer","Popołudniowy spacer",/h/t/httpssklep.trefl.commediacatalogproductcache4small_image150x150c96a280f94e22e3ee3823dd0a1a876061515331_096_01_small.jpg,,/h/t/httpssklep.trefl.commediacatalogproductcache4small_image150x150c96a280f94e22e3ee3823dd0a1a876061515331_096_01_small.jpg,,/h/t/httpssklep.trefl.commediacatalogproductcache4small_image150x150c96a280f94e22e3ee3823dd0a1a876061515331_096_01_small.jpg,,,,"10/26/18, 9:10 PM","10/26/18, 9:10 PM",,,"Block after Info Column",,,,"Use config",,,,,,,"Use config",,,100.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,3.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,/h/t/httpssklep.trefl.commediacatalogproductcache4small_image150x150c96a280f94e22e3ee3823dd0a1a876061515331_096_01_small.jpg,,,,,,,,,,,,
319,,Default,simple,"Default Category,Default Category/Puzzle",base,"Mieszkańcy Bikini Dolnego","100 elementów","100 elementów",,1,"Taxable Goods","Catalog, Search",13.9900,,,,"mieszkańcy bikini dolnego","Mieszkańcy Bikini Dolnego","Mieszkańcy Bikini Dolnego","Mieszkańcy Bikini Dolnego",/h/t/httpssklep.trefl.commediacatalogproductcache4small_image150x150c96a280f94e22e3ee3823dd0a1a876061616300_096_01_small.jpg,,/h/t/httpssklep.trefl.commediacatalogproductcache4small_image150x150c96a280f94e22e3ee3823dd0a1a876061616300_096_01_small.jpg,,/h/t/httpssklep.trefl.commediacatalogproductcache4small_image150x150c96a280f94e22e3ee3823dd0a1a876061616300_096_01_small.jpg,,,,"10/26/18, 9:10 PM","10/26/18, 9:10 PM",,,"Block after Info Column",,,,"Use config",,,,,,,"Use config",,,100.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,3.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,/h/t/httpssklep.trefl.commediacatalogproductcache4small_image150x150c96a280f94e22e3ee3823dd0a1a876061616300_096_01_small.jpg,,,,,,,,,,,,
